AppID,Name,Release date,Estimated owners,Price,Metacritic score,User score,Positive,Negative,Score rank,Recommendations,Average playtime forever,Median playtime forever,Developers,Publishers,Categories,Genres,Tags
Humanity,"May 15, 2023",0 - 20000,112,0,0,0,75,4,,0,0,0,tha ltd.,Enhance,"Single-player,Steam Achievements,Full controller support,VR Supported,Steam Cloud,Includes level editor,Remote Play on TV","Action,Casual,Indie","Puzzle,Puzzle-Platformer,Singleplayer,Casual,Dog,Action,Lemmings,Story Rich,Adventure,Exploration,VR,3D,Minimalist,Stylized,Level Editor,Third Person,Logic,Atmospheric,Difficult,Fantasy"
Miner Warfare,"Jun 11, 2015",20000 - 50000,81,0,0,0,110,22,,115,274,274,Heartbit Interactive,Heartbit Interactive,"Multi-player,Shared/Split Screen,Full controller support,Steam Trading Cards,Remote Play Together","Action,Casual,Indie","Indie,4 Player Local,Local Multiplayer,Casual,Action"
SNKRX,"May 17, 2021",100000 - 200000,75,0,0,0,3547,146,,3579,304,398,a327ex,a327ex,"Single-player,Steam Achievements,Steam Cloud","Action,Casual,Indie","Action Roguelike,Rogue-lite,Arena Shooter,Top-Down Shooter,Shoot 'Em Up,Deckbuilding,Replay Value,Arcade,Shooter,Action RPG,2D,Action,PvE,Casual,Physics,Top-Down,Relaxing,Abstract,Minimalist,Class-Based"
Airships: Lost Flotilla,"Jan 23, 2025",0 - 20000,60,0,0,0,137,7,,130,0,0,David Stark,"David Stark,Metaroot","Single-player,Full controller support,Steam Cloud,Family Sharing","Action,Casual,Indie","Action Roguelike,Score Attack,Bullet Hell,Naval Combat,Action,Arena Shooter,Rogue-lite,Hack and Slash,PvE,Shooter,Top-Down Shooter,Action RPG,Steampunk,2D,Arcade,Top-Down,Historical,Flight,Vehicular Combat,Procedural Generation"
Die by the Blade,"May 16, 2024",100000 - 200000,51,0,56,0,62,41,,0,0,0,"Grindstone,Triple Hill Interactive,Toko Midori Games",Grindstone,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Casual,Indie","Gore,Swordplay,3D Fighter,Competitive,Multiplayer,PvP,Character Customization,Blood,Local Multiplayer,Fighting,Arcade,Combat,Violent,Action,3D,Martial Arts,Ninja,Cyberpunk,Futuristic,Singleplayer"
Boomerang Fu,"Aug 13, 2020",50000 - 100000,48,0,0,0,1198,47,,696,686,693,Cranky Watermelon,Cranky Watermelon,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together","Action,Casual,Indie","4 Player Local,Family Friendly,Local Multiplayer,Fighting,Party Game,Competitive,Local Co-Op,Team-Based,Top-Down,Co-op,PvP,Physics,Cute,Martial Arts,Party,Funny,Comedy,Arcade,Action,Casual"
Cyclo Chambers,"Feb 21, 2023",0 - 20000,44,0,0,0,32,3,,0,0,0,Hobofeller,Hobofeller,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Casual,Indie","Action Roguelike,Twin Stick Shooter,Bullet Hell,Rogue-lite,Arcade,Top-Down Shooter,Arena Shooter,Rogue-like,Shooter,Cartoon,Space,Top-Down,Controller,Casual,2D,Action,Singleplayer,Colorful,Aliens,Indie"
Dead Bits,"Jun 7, 2014",2000000 - 5000000,34,0,0,0,4993,3459,,3494,281,324,Microblast Games,SA Industry,"Single-player,Steam Trading Cards","Action,Casual,Indie","Indie,Action,Casual,FPS,Shooter,First-Person,Great Soundtrack,Zombies,Singleplayer,Voxel,Horror,Multiplayer,Pixel Graphics,Difficult,Funny,Adventure"
Cursorblade,"Nov 6, 2023",0 - 20000,33,0,0,0,397,54,,440,30,30,RealPeach,RealPeach,"Single-player,Steam Achievements","Action,Casual,Indie","Action Roguelike,Bullet Hell,Arcade,Hack and Slash,Rogue-lite,Rogue-like,2D,Cute,Top-Down,Relaxing,Casual,Action,Funny,Cartoon,Cartoony,Hand-drawn,Minimalist,Perma Death,Singleplayer,Score Attack"
PICO PARK:Classic Edition,"Apr 27, 2016",200000 - 500000,31,0,0,0,522,241,,0,14,7,TECOPARK,TECOPARK,"Multi-player,Co-op,Shared/Split Screen Co-op,Full controller support,Steam Trading Cards,Remote Play on TV,Remote Play Together","Action,Casual,Indie","Casual,Multiplayer,Action,Indie,Local Co-Op,Online Co-Op,Free to Play,Local Multiplayer,Co-op,Psychological Horror,Pixel Graphics"
Call of Duty®: Modern Warfare® II,"Oct 27, 2022",2000000 - 5000000,233454,0,0,0,16018,12744,,28253,787,727,"Infinity Ward,Raven Software,Beenox,Treyarch,High Moon Studios,Sledgehammer Games,Activision Shanghai,Demonware,Toys for Bob",Activision,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Captions available,In-App Purchases",Action,"FPS,Action,Multiplayer,Shooter,Military,First-Person,Singleplayer,Modern,War,Tactical,Story Rich,Violent,Realistic,Co-op,Atmospheric,Mature,Online Co-Op,Gore,Third-Person Shooter,Third Person"
HELLDIVERS™ 2,"Feb 8, 2024",200000 - 500000,150748,0,0,0,20760,5981,,27540,0,0,Arrowhead Game Studios,PlayStation PC LLC,"Multi-player,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Partial Controller Support",Action,"Action,Third-Person Shooter,Online Co-Op,Multiplayer,Shooter,Co-op,Third Person,Space,Gore,Violent,Sci-fi,PvE,Difficult,Singleplayer,Extraction Shooter,Psychological Horror"
MONSTER HUNTER RISE,"Jan 12, 2022",1000000 - 2000000,99009,0,87,0,37494,5799,,28491,4462,2676,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Action,"Action,Online Co-Op,RPG,Hunting,Action RPG,JRPG,Co-op,Multiplayer,Third Person,Character Customization,Singleplayer,Anime,PvE,Fantasy,Nature,3D,Souls-like,Atmospheric,Ninja,Story Rich"
ARMORED CORE™ VI FIRES OF RUBICON™,"Aug 24, 2023",500000 - 1000000,85852,0,87,0,23716,4194,,24886,716,556,FromSoftware Inc.,"FromSoftware Inc.,Bandai Namco Entertainment Inc.","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Action,"Mechs,Character Customization,Third Person,3D,Action,Combat,Robots,Fast-Paced,Post-apocalyptic,Souls-like,Sci-fi,Multiplayer,Futuristic,Singleplayer,Vehicular Combat,Soundtrack,Military,Difficult,Action-Adventure,Dating Sim"
Dead by Daylight,"Jun 14, 2016",10000000 - 20000000,46073,0,0,0,494648,112924,,435898,8942,1648,Behaviour Interactive Inc.,Behaviour Interactive Inc.,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV",Action,"Horror,Survival Horror,Multiplayer,Online Co-Op,Survival,Co-op,Gore,Blood,Team-Based,Stealth,Third Person,Violent,First-Person,Psychological Horror,Action,Atmospheric,Strategy,Comedy,Mature,Difficult"
Left 4 Dead 2,"Nov 16, 2009",20000000 - 50000000,44449,0,89,0,619457,16204,,457367,2166,529,Valve,Valve,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Stats,Includes Source SDK,Commentary available,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together",Action,"Zombies,Co-op,FPS,Multiplayer,Shooter,Action,Online Co-Op,Survival,Horror,First-Person,Gore,Team-Based,Moddable,Survival Horror,Post-apocalyptic,Singleplayer,Adventure,Local Co-Op,Replay Value,Tactical"
Tom Clancy's Rainbow Six® Siege,"Dec 1, 2015",20000000 - 50000000,42263,0,0,0,929372,138530,,899477,13837,3100,Ubisoft Montreal,Ubisoft,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet",Action,"FPS,Hero Shooter,Multiplayer,Tactical,Shooter,Team-Based,Action,First-Person,Competitive,Co-op,Strategy,Realistic,Online Co-Op,Destruction,Physics,Atmospheric,Singleplayer,Massively Multiplayer,Casual,Simulation"
TEKKEN 8,"Jan 25, 2024",200000 - 500000,34654,0,93,0,1987,436,,4344,0,0,Bandai Namco Studios Inc.,Bandai Namco Entertainment,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Action,"Fighting,Action,3D Fighter,Multiplayer,e-sports,Local Multiplayer,Arcade,PvP,Singleplayer,Casual,Competitive,Great Soundtrack,Difficult,Anime,Story Rich,Character Customization,Controller,Sexual Content,Free to Play"
Monster Hunter: World,"Aug 9, 2018",10000000 - 20000000,24736,0,88,0,306872,51885,,220315,10717,3278,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Remote Play on Tablet",Action,"Co-op,Multiplayer,Action,Open World,RPG,Third Person,Character Customization,Adventure,Fantasy,Singleplayer,Difficult,Action RPG,Exploration,Great Soundtrack,Replay Value,Atmospheric,Hack and Slash,JRPG,Souls-like,MMORPG"
Hunt: Showdown,"Aug 27, 2019",2000000 - 5000000,20564,0,81,0,111202,22833,,103792,6074,898,Crytek,Crytek,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Leaderboards,Remote Play on Tablet,Remote Play on TV",Action,"Open World,Atmospheric,Tactical,Perma Death,Difficult,FPS,Survival Horror,Shooter,PvP,Team-Based,Multiplayer,Battle Royale,Horror,Online Co-Op,Action,Western,Co-op,Gore,Zombies,First-Person"
The Binding of Isaac: Rebirth,"Nov 4, 2014",5000000 - 10000000,16630,0,0,0,201024,4749,,182781,10084,3162,"Nicalis, Inc.,Edmund McMillen","Nicalis, Inc.","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Remote Play Together",Action,"Action Roguelike,Rogue-like,Indie,Replay Value,Difficult,Pixel Graphics,Dungeon Crawler,Great Soundtrack,Singleplayer,Dark,2D,Remake,Local Co-Op,Gore,Procedural Generation,Rogue-lite,Atmospheric,Action,Co-op,Horror"
DRAGON BALL: Sparking! ZERO,"Oct 10, 2024",2000000 - 5000000,15930,0,82,0,43820,3979,,33773,1173,1271,"Spike Chunsoft Co., Ltd.",Bandai Namco Entertainment,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,HDR available,Family Sharing",Action,"Anime,Action,Multiplayer,3D Fighter,Local Multiplayer,Fighting,PvP,Combat,Martial Arts,Competitive,Singleplayer,3D,Physics,Third Person,2.5D,PvE,Co-op,Action-Adventure,Open World,Spectacle fighter"
Battlefield V,"Oct 22, 2020",2000000 - 5000000,14418,0,0,0,82938,34383,,96580,2491,717,DICE,Electronic Arts,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Steam Trading Cards",Action,"FPS,World War II,Shooter,Multiplayer,Singleplayer,War,Military,First-Person,PvP,Combat,Open World,Massively Multiplayer,Action,Historical,Destruction,Battle Royale,Atmospheric,Violent,Sexual Content,Female Protagonist"
EARTH DEFENSE FORCE 6,"Jul 25, 2024",100000 - 200000,13591,0,0,0,758,1306,,3052,432,622,SANDLOT,D3PUBLISHER,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing",Action,"Action,Third-Person Shooter,Shooter,3D,Sci-fi,Online Co-Op,PvE,Singleplayer,Multiplayer,Co-op,Local Co-Op,Gore,Local Multiplayer,Violent,Mechs"
Counter-Strike,"Nov 1, 2000",10000000 - 20000000,13230,0,88,0,198387,5135,,122770,10524,228,Valve,Valve,"Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Valve Anti-Cheat enabled",Action,"Action,FPS,Multiplayer,Shooter,Classic,Team-Based,First-Person,Competitive,Tactical,e-sports,1990's,PvP,Old School,Military,Strategy,Survival,Score Attack,1980s,Assassin,Nostalgia"
Divine Knockout (DKO),"Dec 6, 2022",50000 - 100000,12417,0,0,0,707,244,,153,198,382,Red Beard Games,Hi-Rez Studios,"Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases",Action,"Action,3D Fighter,Fantasy,Multiplayer,Controller,Third Person,PvP,Mythology,Fighting,Team-Based,Combat,Competitive,3D,Colorful,Cute,Casual,Early Access,Anime,Hero Shooter,Party Game"
Suicide Squad: Kill the Justice League,"Feb 2, 2024",50000 - 100000,11915,0,0,0,2130,324,,2628,0,0,Rocksteady Studios,Warner Bros. Games,"Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,HDR available",Action,"Online Co-Op,Superhero,Action,Third-Person Shooter,Multiplayer,PvE,Shooter,Looter Shooter,Third Person,Open World,Violent,Villain Protagonist,Gore,Casual,Singleplayer,Capitalism,Comic Book,Story Rich,Psychological Horror,Comedy"
Deep Rock Galactic,"May 13, 2020",2000000 - 5000000,10087,0,85,0,138093,4679,,114699,2633,945,Ghost Ship Games,Coffee Stain Publishing,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Remote Play on Tablet,Remote Play on TV",Action,"Co-op,PvE,FPS,Exploration,Loot,Procedural Generation,Looter Shooter,Shooter,First-Person,Class-Based,Action,Sci-fi,Space,Combat,Horror,Atmospheric,Action Roguelike,Dark,Survival,Open World"
Counter-Strike: Source,"Nov 1, 2004",10000000 - 20000000,7162,0,88,0,135151,5348,,92195,9171,373,Valve,Valve,"Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud,Valve Anti-Cheat enabled,Stats,Includes Source SDK",Action,"Shooter,Action,FPS,Multiplayer,Team-Based,First-Person,Tactical,Competitive,PvP,e-sports,Military,War,Strategy,Moddable,Singleplayer,Difficult,Atmospheric,Survival,Simulation,Sandbox"
Returnal™,"Feb 15, 2023",50000 - 100000,6444,0,0,0,1516,360,,1194,573,803,"Housemarque,Climax Studios",PlayStation PC LLC,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud",Action,"Action,Singleplayer,Action Roguelike,Rogue-like,Co-op,Bullet Hell,Space,Online Co-Op,Shooter,Multiplayer,Female Protagonist,Third-Person Shooter,Sci-fi,Difficult,Rogue-lite,Souls-like,Psychological Horror,Atmospheric,Horror,Metroidvania"
Risk of Rain Returns,"Nov 8, 2023",500000 - 1000000,6000,0,0,0,21022,2193,,20581,435,251,Hopoo Games,Gearbox Publishing,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together",Action,"Online Co-Op,Action Roguelike,Multiplayer,PvE,2D,Local Co-Op,Looter Shooter,Sci-fi,Action,Controller,Arcade,Space,Class-Based,Loot,Rogue-like,Atmospheric,Singleplayer,Combat,Co-op,4 Player Local"
Granblue Fantasy Versus: Rising,"Dec 13, 2023",50000 - 100000,5934,0,0,0,812,195,,1036,0,0,"Cygames, Inc.,Arc System Works","Cygames, Inc.","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Partial Controller Support,Steam Cloud,Remote Play Together",Action,"Action,2D Fighter,Multiplayer,Singleplayer,Action RPG,e-sports,Fighting,Anime,Fantasy,Free to Play,Great Soundtrack"
Hi-Fi RUSH,"Jan 25, 2023",50000 - 100000,5634,0,0,0,2395,36,,3514,125,160,Tango Gameworks,Bethesda Softworks,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud",Action,"Action,Rhythm,Action-Adventure,Singleplayer,Platformer,Hack and Slash,Cartoony,Music,Great Soundtrack,Colorful,Anime,Character Action Game,Spectacle fighter,Cyberpunk,Stylized,Beat 'em up,Comedy"
Crime Boss: Rockay City,"Jun 18, 2024",100000 - 200000,5351,0,0,0,1063,299,,1795,0,0,INGAME STUDIOS,505 Games,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing",Action,"Action,FPS,Shooter,Action Roguelike,Realistic,Heist,Looter Shooter,Multiplayer,Co-op,Crime,Tactical,America,Singleplayer,Online Co-Op,3D,Team-Based,Combat,PvE,Stealth,Funny"
FOR HONOR™,"Feb 13, 2017",2000000 - 5000000,4552,0,76,0,80877,37476,,70555,2585,594,"Ubisoft Montreal,Ubisoft Quebec,Ubisoft Toronto,Blue Byte",Ubisoft,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support",Action,"Medieval,Action,Swordplay,Multiplayer,PvP,Fighting,Third Person,War,Co-op,Gore,Singleplayer,Online Co-Op,Hack and Slash,Realistic,Strategy,Atmospheric,RPG,Fantasy,MOBA,Story Rich"
Gigantic: Rampage Edition,"Apr 9, 2024",0 - 20000,4537,0,0,0,1887,633,,2679,153,164,Abstraction Games,Arc Games,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Partial Controller Support,Family Sharing",Action,"Action,MOBA,PvP,Multiplayer,Hero Shooter,Third-Person Shooter,Combat,3D,Stylized,Third Person,First-Person,Fantasy,Character Customization,Choices Matter,Controller,Shooter"
Halo: The Master Chief Collection,"Dec 3, 2019",5000000 - 10000000,4292,0,0,0,177554,13841,,174043,1965,778,"343 Industries,Splash Damage,Ruffian Games,Bungie,Saber Interactive",Xbox Game Studios,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV",Action,"Great Soundtrack,FPS,Classic,Multiplayer,Story Rich,Sci-fi,Co-op,First-Person,Epic,Action,Shooter,Lore-Rich,Singleplayer,Aliens,Beautiful,Space,Atmospheric,Adventure,Horror,Online Co-Op"
Titanfall® 2,"Jun 18, 2020",2000000 - 5000000,3946,0,86,0,115504,6465,,101602,1153,402,Respawn Entertainment,Electronic Arts,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV",Action,"FPS,Multiplayer,Shooter,Action,Mechs,Singleplayer,Parkour,Sci-fi,First-Person,Futuristic,PvP,Military,Combat,Team-Based,Fast-Paced,Time Travel,Hero Shooter,Violent,Gore,Co-op"
Mortal Kombat 1,"Sep 19, 2023",500000 - 1000000,3783,0,82,0,13500,4783,,12710,845,548,"NetherRealm Studios,QLOC",Warner Bros. Games,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,In-App Purchases,Steam Cloud,Remote Play on TV,Remote Play Together,HDR available",Action,"Action,Gore,Fighting,Martial Arts,Blood,Multiplayer,Violent,2D Fighter,PvP,Arcade,Story Rich,Character Customization,2.5D,Singleplayer,Atmospheric,Competitive,Horror,3D,Mature,Local Co-Op"
JoJo's Bizarre Adventure: All-Star Battle R,"Sep 1, 2022",20000 - 50000,3721,0,0,0,1267,247,,1416,180,184,CyberConnect2 Co. Ltd.,Bandai Namco Entertainment,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play Together",Action,"Action,Anime,PvP,2D Fighter,Fighting,3D Fighter,2D,Multiplayer,2D Platformer,Memes,Story Rich,3D,Great Soundtrack,Violent"
UNCHARTED™: Legacy of Thieves Collection,"Oct 19, 2022",100000 - 200000,9741,0,0,0,2083,228,,1688,389,493,"Naughty Dog LLC,Iron Galaxy Studios",PlayStation PC LLC,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV",Adventure,"Adventure,Action-Adventure,Singleplayer,Story Rich,Third Person,Controller,Action,Third-Person Shooter,Shooter,Puzzle,Exploration,Atmospheric,Stealth,Parkour,Cinematic,Female Protagonist,Funny,Combat,Platformer,Multiplayer"
The Lord of the Rings: Return to Moria™,"Aug 27, 2024",50000 - 100000,3697,0,0,0,1415,352,,1632,763,1019,Free Range Games,North Beach Games,"Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",Adventure,"Dwarf,Open World Survival Craft,Exploration,Adventure,Base-Building,Crafting,Survival,Online Co-Op,Open World,Character Customization,Fantasy,Third Person,Building,Multiplayer,Story Rich,Singleplayer,Procedural Generation,Sandbox,Combat,Cinematic"
